college_name,stream,year_of_study,ai_tools_used,daily_usage_hours,use_cases,trust_in_ai_tools,do_professors_allow_use,preferred_ai_tool,awareness_level,willing_to_pay_for_access,state,device_used,internet_access,impact_on_grades_binary
Hidayatullah National Law University ,Law,3,Copilot,1.9,"Assignments, Resume Writing",2,No,ChatGPT,5,No,Chhattisgarh,Mobile,Poor,1
University of Rajasthan ,Arts,2,ChatGPT,2.0,Learning new topics,1,Yes,ChatGPT,3,No,Rajasthan,Laptop,High,1
"ICFAI University, Gangtok ",Arts,3,ChatGPT,1.0,"Assignments, Coding Help",3,Yes,ChatGPT,9,Yes,Sikkim,Tablet,Poor,1
"Dr SRK Government Arts College, Yanam ",Science,4,Gemini,2.4,Project Work,3,Yes,Bard,2,No,Puducherry,Laptop,Poor,1
"Varnika Hotel Management & Business Management, Visakhapatnam ",Hotel-management,2,Other,1.6,"Coding Help, MCQ Practice, Doubt Solving",4,Yes,ChatGPT,8,No,Andhra pradesh,Mobile,High,0
Baba Balak Nath Post Graduate College ,Science,2,"ChatGPT, Copilot",1.5,Content Writing,4,Yes,Gemini,5,Yes,Himachal pradesh,Mobile,Medium,1
"Handique Girls College, Guwahati ",Science,3,Gemini,1.6,Content Writing,2,Yes,Other,7,Yes,Assam,Tablet,Medium,1
"Maharaja Bir Bikram College, Agartala ",Science,1,Gemini,2.1,"MCQ Practice, Projects",5,Yes,Other,9,Yes,Tripura,Laptop,Poor,1
Assam Rajiv Gandhi University of Cooperative Management ,Law,2,ChatGPT,4.8,Coding Help,1,No,Claude,8,Yes,Assam,Mobile,Medium,1
Nalanda Open University ,Agriculture,4,Copilot,1.9,"MCQ Practice, Projects",5,No,Gemini,5,Yes,Bihar,Tablet,Poor,1
"Indus University, Ahmedabad ",Law,2,"ChatGPT, Copilot",2.6,"Doubt Solving, Resume Writing",4,No,Other,7,Yes,Gujarat,Tablet,High,1
"AIMS College of Management and Technology, Anand ",Agriculture,4,"Gemini, Midjourney",3.3,Content Writing,1,Yes,Other,5,No,Gujarat,Mobile,High,0
Jaintia Eastern College ,Commerce,3,Other,0.9,Exam Preparation,5,Yes,Copilot,6,Yes,Meghalaya,Mobile,Medium,1
"Abeda Inamdar Senior College, Pune ",Arts,3,Claude,3.5,MCQ Practice,4,No,ChatGPT,6,No,Maharashtra,Laptop,Medium,0
Bharati Vidyapeeth Deemed University ,Pharmacy,2,Other,1.7,"Coding Help, Resume Writing, Content Writing",2,No,Claude,5,No,Maharashtra,Tablet,Medium,0
"Narayana Medical College and Hospital, Nellore ",Medical,3,Copilot,0.6,"MCQ Practice, Projects",3,No,Other,5,No,Andhra pradesh,Mobile,Poor,1
"Patna College, Patna ",Management,1,Other,4.1,"Coding Help, Project Work, Exam Preparation",3,Yes,Copilot,4,Yes,Bihar,Mobile,Poor,1
Siva Sivani Institute of Management ,Science,1,Gemini,0.5,Content Writing,1,No,Other,7,No,Telangana,Mobile,Medium,0
"Monad University, Hapur ",Agriculture,4,Claude,2.0,Exam Preparation,4,No,ChatGPT,7,No,Uttar pradesh,Laptop,Medium,1
Sardar Vallabhbhai National Institute of Technology ,Engineering,2,Gemini,2.8,Doubt Solving,2,No,Gemini,8,Yes,Gujarat,Mobile,Medium,1
Indian Institute of Horticultural Research ,Agriculture,1,Gemini,4.2,"Exam Prep, Notes",2,Yes,Gemini,8,Yes,Karnataka,Laptop,High,1
Sri Venkateswara University ,Pharmacy,3,"Gemini, Midjourney",2.9,"Assignments, Coding Help",5,Yes,ChatGPT,1,No,Andhra pradesh,Laptop,High,1
"Girijananda Chowdhury Institute of Management & Technology, ",Management,3,Copilot,1.1,"MCQ Practice, Projects",3,No,Gemini,2,Yes,Assam,Laptop,Poor,0
Sam Higginbottom University of Agriculture Technology and ,Commerce,2,"Gemini, Midjourney",3.9,"Assignments, Coding Help",4,No,Gemini,8,Yes,Uttar pradesh,Mobile,High,1
"Mahila Vidyalaya PG College, Lucknow ",Arts,3,Bard,0.6,"Project Work, Doubt Solving, Exam Preparation",1,Yes,Bard,3,No,Uttar pradesh,Mobile,Poor,0
Maharshi Dayanand University ,Arts,3,Copilot,2.2,Learning new topics,2,No,Copilot,6,Yes,Haryana,Tablet,Medium,1
William Carey University ,Arts,4,ChatGPT,2.1,"MCQ Practice, Projects",1,Yes,Other,8,Yes,Meghalaya,Mobile,Medium,1
"Acharya Shri Chander College of Medical Sciences, ",Medical,3,Bard,1.3,"Assignments, MCQ Practice, Resume Writing",1,No,Other,9,Yes,Jammu,Mobile,Medium,1
"PCTE Group of Institutes, Ludhiana ",Management,4,"ChatGPT, Gemini, Copilot",1.1,"Doubt Solving, Resume Writing",4,No,ChatGPT,6,Yes,Punjab,Mobile,High,1
"MVJ Medical College and Research Hospital, Hoskote ",Agriculture,1,Claude,1.7,Resume Writing,4,Yes,Bard,7,Yes,Karnataka,Laptop,High,0
Guru Jambheshwar University of Science and Technology ,Medical,3,Gemini,3.2,Assignments,4,No,Copilot,9,Yes,Haryana,Tablet,Medium,0
Assam Down Town University ,Engineering,1,Copilot,1.0,Exam Preparation,2,Yes,Copilot,9,No,Assam,Laptop,Medium,1
"Bimala Prasad Chaliha College, Kamrup ",Science,4,Copilot,1.8,Learning new topics,1,No,ChatGPT,6,No,Assam,Tablet,High,0
IEC University Baddi ,Engineering,4,Other,1.9,"Doubt Solving, MCQ Practice",1,Yes,Gemini,1,No,Himachal pradesh,Mobile,Medium,1
"Arya Post Graduate College, Panipat ",Science,1,Copilot,2.9,"Assignments, Coding Help",4,Yes,Copilot,5,No,Haryana,Tablet,Poor,0
"Chitkara School of Hospitality -[CSH], Chandigarh ",Hotel-management,3,"Gemini, Midjourney",0.8,Learning new topics,2,No,ChatGPT,8,No,Haryana,Laptop,High,0
Shri Guru Ram Rai University ,Agriculture,3,Other,0.7,Learning new topics,1,No,Gemini,3,No,Uttarakhand,Tablet,Medium,1
"Seacom Engineering College, Howrah ",Hotel-management,4,"ChatGPT, Copilot",2.4,"Exam Prep, Notes",4,Yes,Other,9,Yes,West bengal,Laptop,Poor,1
"Govt Degree College Women, Srikakulam ",Medical,1,"Gemini, Midjourney",1.6,"Doubt Solving, Resume Writing",5,Yes,Other,7,No,Andhra pradesh,Tablet,High,1
Dev Bhoomi Group of Institutions ,Arts,2,Bard,2.2,"Resume Writing, Project Work, MCQ Practice",2,Yes,Bard,3,Yes,Uttarakhand,Laptop,Poor,1
Hindustan College of Engineering ,Engineering,1,ChatGPT,1.2,Exam Preparation,4,Yes,Claude,10,Yes,Kerala,Mobile,High,1
"St Teresa's College (Autonomous), Ernakulam ",Commerce,3,ChatGPT,0.7,"Exam Prep, Notes",3,Yes,Other,3,Yes,Kerala,Laptop,Poor,1
"J.C. Bose University Of Science And Technology, ",Science,3,Copilot,1.2,"Coding Help, Content Writing",1,Yes,Gemini,10,Yes,Haryana,Mobile,High,1
Veer Surendra Sai University of Technology ,Science,3,Gemini,3.0,"Content Writing, MCQ Practice",5,Yes,Bard,5,Yes,Orissa,Tablet,Medium,0
"Rayat Bahra Group of Institutions: Ropar Campus, ",Law,2,Other,3.0,"Project Work, MCQ Practice",5,No,Other,6,No,Punjab,Tablet,High,1
"Jagannath University, Bahadurgarh ",Medical,3,Bard,4.2,"Content Writing, Exam Preparation, MCQ Practice",5,Yes,Copilot,8,No,Haryana,Tablet,High,1
Central Institute of Temperate Horticultural ,Science,2,Gemini,3.4,"Doubt Solving, MCQ Practice, Project Work",2,Yes,Claude,3,No,Jammu,Laptop,High,0
"DAV College, Jalandhar ",Commerce,4,Gemini,3.8,"Exam Prep, Notes",3,Yes,Copilot,6,Yes,Punjab,Laptop,Medium,1
Himgiri Zee University ,Arts,3,Claude,2.3,MCQ Practice,4,No,Other,3,No,Uttarakhand,Tablet,Medium,0
Sri Sri University ,Arts,3,Gemini,1.9,"Assignments, Coding Help",1,Yes,Other,9,No,Orissa,Mobile,Medium,0
Sri Guru Gobind Singh College ,Arts,1,ChatGPT,0.8,Doubt Solving,2,Yes,Other,6,No,Chandigarh,Laptop,Medium,1
Bidhan Chandra Krishi Viswavidyalaya ,Agriculture,2,Copilot,0.8,Content Writing,5,Yes,Other,6,No,West bengal,Tablet,Medium,0
Acharya Nagarjuna University ,Agriculture,3,"Gemini, Midjourney",3.2,"Assignments, Coding Help",3,Yes,Other,1,Yes,Andhra pradesh,Tablet,High,1
Doon Business School ,Management,4,ChatGPT,0.6,"Content Writing, Resume Writing, MCQ Practice",4,No,Other,7,Yes,Uttarakhand,Mobile,High,0
"Government Saiha College, Saiha ",Arts,4,Other,0.7,"Content Writing, Learning new topics",1,Yes,Gemini,8,Yes,Mizoram,Mobile,Poor,1
Darbhanga College of Engineering ,Engineering,2,"Gemini, Midjourney",2.6,Learning new topics,1,Yes,ChatGPT,5,Yes,Bihar,Mobile,High,1
Shershah College of Engineering ,Engineering,2,Gemini,3.2,"Coding Help, Project Work, Assignments",3,Yes,Gemini,10,Yes,Bihar,Tablet,Poor,1
Mangalayatan University ,Medical,3,Bard,2.7,"Resume Writing, Assignments, MCQ Practice",5,Yes,Copilot,3,No,Uttar pradesh,Laptop,Medium,1
"Lalit Chandra Bharali College, Guwahati ",Science,3,Gemini,4.6,Coding Help,5,No,Bard,9,No,Assam,Mobile,Medium,0
Sardar Patel University ,Law,2,"ChatGPT, Gemini, Copilot",3.7,"Doubt Solving, Resume Writing",5,Yes,Copilot,4,Yes,Gujarat,Laptop,High,0
Career Point University ,Agriculture,2,Gemini,2.0,"Assignments, Coding Help",4,No,Other,9,Yes,Rajasthan,Mobile,Medium,1
Indian Institute of Technology Madras ,Engineering,3,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,Yes,Gemini,7,No,Tamil nadu,Laptop,Poor,1
"Patliputra University, Patna ",Law,1,ChatGPT,3.1,"Doubt Solving, Resume Writing, Assignments",5,Yes,ChatGPT,10,No,Bihar,Tablet,Medium,0
Goswami Ganesh Dutt Sanatan Dharama College ,Science,2,Copilot,3.1,Content Writing,5,No,ChatGPT,9,No,Punjab,Laptop,Medium,1
"MATS University, Raipur ",Commerce,4,ChatGPT,3.6,Assignments,5,No,Other,8,Yes,Chhattisgarh,Tablet,High,0
"Directorate of Distance Education, University Of Kashmir, ",Commerce,4,Gemini,0.8,"Exam Prep, Notes",3,Yes,ChatGPT,8,No,Jammu,Laptop,Medium,1
Sardarkrushinagar Dantiwada Agricultural University ,Agriculture,2,Claude,1.9,"Exam Preparation, Coding Help, Learning new topics",5,Yes,Copilot,2,No,Gujarat,Tablet,High,1
"Shailesh J. Mehta School of Management, IIT ",Management,3,"Gemini, Midjourney",2.1,"MCQ Practice, Projects",2,Yes,ChatGPT,10,No,Maharashtra,Laptop,Poor,1
"Government Medical College, Kottayam ",Pharmacy,1,ChatGPT,1.5,Content Writing,2,Yes,Other,1,Yes,Kerala,Laptop,Medium,1
"Amity University, Gurgaon ",Management,3,Copilot,0.7,"Coding Help, Project Work, Content Writing",1,No,Claude,7,Yes,Haryana,Mobile,High,1
"Modern College of Pharmacy Nigdi, Pune ",Pharmacy,1,Other,1.4,Doubt Solving,4,Yes,Other,3,No,Maharashtra,Tablet,High,0
Emeralds Degree and PG College ,Commerce,3,ChatGPT,4.0,"Doubt Solving, MCQ Practice",2,Yes,Bard,3,No,Andhra pradesh,Tablet,Medium,1
"Teerthanker Mahaveer University, College of Architecture ",Medical,4,ChatGPT,4.5,"MCQ Practice, Projects",2,No,Copilot,1,Yes,Uttar pradesh,Tablet,Medium,1
Shri Rawatpura Sarkar University ,Pharmacy,4,Other,4.8,MCQ Practice,5,No,Bard,10,Yes,Chhattisgarh,Mobile,Poor,1
St Francis De Sales College ,Arts,3,Claude,3.6,Resume Writing,3,No,Copilot,8,No,Maharashtra,Tablet,Poor,0
Belagavi Institute of Medical Sciences ,Science,4,Bard,3.9,"Coding Help, Project Work",4,No,Copilot,2,Yes,Karnataka,Mobile,High,0
Amrapali Group of Institutes ,Commerce,1,ChatGPT,1.1,Learning new topics,1,No,Copilot,8,No,Uttarakhand,Mobile,Medium,1
"PG Government College for Girls, Chandigarh ",Commerce,3,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",5,No,ChatGPT,9,No,Chandigarh,Tablet,Poor,0
"Pandit Sant Ram Government College, Kangra ",Commerce,1,ChatGPT,3.4,Exam Preparation,2,No,Claude,6,Yes,Himachal pradesh,Laptop,Poor,0
"Indira Gandhi Institute of Pharmaceutical Sciences, Bhubaneswar ",Pharmacy,3,Other,1.3,"Assignments, Coding Help",4,Yes,ChatGPT,9,No,Orissa,Laptop,Poor,1
"Maharaja Bir Bikram University, Agartala ",Arts,2,Bard,4.3,Assignments,3,No,Claude,9,No,Tripura,Tablet,High,1
College of Veterinary and Animal Sciences ,Medical,1,Claude,1.1,"Coding Help, MCQ Practice, Resume Writing",3,Yes,Other,6,No,Rajasthan,Mobile,Poor,0
"Cochin University of Science and Technology, School ",Law,3,ChatGPT,2.6,"MCQ Practice, Projects",2,No,Gemini,3,No,Kerala,Mobile,Medium,1
"Pachhunga University College, Aizawl ",Arts,4,Gemini,4.7,"Assignments, Doubt Solving",3,Yes,Copilot,5,No,Mizoram,Tablet,Medium,1
Army Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",1.3,"MCQ Practice, Projects",3,Yes,Other,10,No,Maharashtra,Laptop,Poor,0
"St. Albert's College, Ernakulam ",Commerce,2,Bard,2.9,"Learning new topics, Coding Help, Project Work",3,No,Bard,10,No,Kerala,Tablet,Medium,1
Goswami Ganesh Dutt Sanatan Dharama College ,Arts,3,ChatGPT,2.8,"Assignments, Project Work",4,No,Copilot,8,No,Punjab,Laptop,High,0
Symbiosis Institute of Business Management ,Management,1,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",2,Yes,Other,6,Yes,Maharashtra,Mobile,Medium,0
"OPJS University, Churu ",Pharmacy,3,Gemini,1.4,Learning new topics,5,No,Other,4,No,Rajasthan,Mobile,Medium,0
"Faculty of Management Studies, Manav Rachna International ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,Yes,Copilot,8,No,Haryana,Laptop,Medium,1
Dr. Ambedkar Institute of Technology ,Engineering,4,ChatGPT,1.3,"MCQ Practice, Projects",1,No,Copilot,1,No,Karnataka,Laptop,Poor,0
Mahatma Gandhi Institute of Medical Sciences ,Pharmacy,1,"ChatGPT, Gemini, Copilot",3.7,Learning new topics,2,Yes,ChatGPT,8,No,Maharashtra,Tablet,Poor,1
"KLE University, Belgaum ",Medical,4,Copilot,1.6,"Doubt Solving, Resume Writing",4,No,Gemini,5,No,Karnataka,Laptop,Medium,0
North East Frontier Technical University ,Management,2,Bard,2.5,"Learning new topics, Resume Writing",4,No,Copilot,4,Yes,Arunachal pradesh,Mobile,Poor,0
Seacom Skills University ,Engineering,1,"ChatGPT, Copilot",0.9,"Assignments, Coding Help",4,No,Copilot,3,Yes,West bengal,Laptop,Medium,0
Kakatiya University ,Commerce,3,ChatGPT,1.0,Project Work,2,Yes,Claude,4,Yes,Telangana,Mobile,Medium,1
Manav Rachna International Institute of Research and ,Arts,1,ChatGPT,2.4,"Coding Help, Exam Preparation, Resume Writing",2,No,Gemini,1,Yes,Delhi ncr,Tablet,Medium,0
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg ",Commerce,3,Copilot,2.6,"Content Writing, Learning new topics",5,No,ChatGPT,5,Yes,Chhattisgarh,Mobile,Poor,1
I.K. Gujral Punjab Technical University ,Science,2,Other,1.6,"MCQ Practice, Project Work",1,No,Other,7,No,Punjab,Tablet,Poor,1
Dr. SNS Rajalakshmi College of Arts and ,Commerce,1,"Gemini, Midjourney",1.1,"MCQ Practice, Projects",1,Yes,Gemini,2,No,Tamil nadu,Laptop,Poor,1
National Research Centre on Mithun ,Science,4,Gemini,3.9,"Content Writing, Exam Preparation",3,No,Bard,5,Yes,Nagaland,Mobile,High,1
Aarupadai Veedu Medical College ,Medical,4,ChatGPT,1.1,Learning new topics,2,No,Other,3,Yes,Puducherry,Tablet,Medium,0
Sri Ramachandra Institute of Higher Education and ,Medical,3,"ChatGPT, Gemini, Copilot",3.2,"Assignments, Coding Help",3,Yes,Gemini,7,No,Tamil nadu,Mobile,Medium,1
Martin Luther Christian University ,Arts,1,Copilot,4.9,"Learning new topics, Project Work",2,Yes,Claude,6,Yes,Meghalaya,Laptop,Medium,0
National Institute of Technology ,Science,1,"ChatGPT, Copilot",3.2,Learning new topics,4,No,ChatGPT,10,No,Andhra pradesh,Tablet,Poor,1
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences ,Medical,4,ChatGPT,1.8,Learning new topics,4,No,Copilot,7,Yes,Andhra pradesh,Laptop,Poor,1
"Narayan Zantye College of Commerce, North Goa ",Management,3,Bard,4.3,"Exam Preparation, Resume Writing, Doubt Solving",4,No,Claude,3,No,Goa,Laptop,Medium,1
Byramjee Jeejeebhoy Government Medical College ,Medical,4,"Gemini, Midjourney",4.1,"Assignments, Coding Help",2,No,Other,1,No,Maharashtra,Mobile,Medium,1
"Madanapalle Institute of Technology & Science, Madanapalle ",Arts,1,"ChatGPT, Gemini, Copilot",0.6,"Assignments, Coding Help",2,No,Other,8,Yes,Andhra pradesh,Tablet,High,0
"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Arts,2,Claude,2.2,"Assignments, MCQ Practice, Exam Preparation",3,Yes,ChatGPT,10,No,Maharashtra,Laptop,Poor,1
Punjab Agricultural University ,Arts,2,Copilot,0.9,Content Writing,3,Yes,Other,4,No,Punjab,Laptop,Poor,0
"Shree Devi College of Hotel Management, Mangalore ",Hotel-management,2,"ChatGPT, Gemini, Copilot",1.2,"Doubt Solving, Resume Writing",1,No,Gemini,2,Yes,Karnataka,Mobile,Poor,0
"SASTRA University, Thanjavur ",Engineering,2,Other,4.1,Doubt Solving,4,Yes,Copilot,2,Yes,Tamil nadu,Mobile,High,1
Royal Global University ,Engineering,3,Other,4.5,"Coding Help, Doubt Solving, Project Work",2,No,Gemini,10,No,Assam,Tablet,High,1
"Department of Laws Panjab University, Chandigarh ",Law,2,ChatGPT,2.8,Learning new topics,2,No,Gemini,10,No,Chandigarh,Laptop,High,1
"Deen Dayal Upadhyaya College, New Delhi ",Arts,3,"ChatGPT, Gemini, Copilot",3.1,"Assignments, Coding Help",4,Yes,Gemini,3,Yes,Delhi ncr,Laptop,Poor,1
Rabindranath Tagore University ,Science,3,Gemini,2.6,"Learning new topics, Doubt Solving, Exam Preparation",3,No,Gemini,4,No,Madhya pradesh,Tablet,High,1
"Government Maharani Laxmi Bai Girls PG College, ",Arts,2,Bard,4.4,"MCQ Practice, Learning new topics",5,Yes,Other,4,Yes,Madhya pradesh,Laptop,Medium,1
Rajiv Gandhi University ,Commerce,1,Claude,4.5,"Assignments, Learning new topics",1,No,Copilot,5,Yes,Arunachal pradesh,Mobile,High,1
"Dina Institute of Hotel Management Hadapsar, Pune ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.4,Learning new topics,2,Yes,Copilot,4,Yes,Maharashtra,Mobile,Poor,1
"Bennett University, Greater Noida ",Engineering,3,Gemini,1.2,Learning new topics,5,Yes,Claude,6,Yes,Uttar pradesh,Laptop,Medium,0
Symbiosis Law School ,Law,4,Other,0.8,Resume Writing,2,No,Other,6,Yes,Maharashtra,Tablet,Medium,0
Indian Institute of Technology ,Science,2,Copilot,3.0,"MCQ Practice, Exam Preparation",3,No,Gemini,9,Yes,Uttarakhand,Mobile,Medium,1
Birla Institute of Technology and Science ,Arts,1,Copilot,1.1,Learning new topics,2,No,Gemini,5,No,Goa,Tablet,Poor,0
"Faculty of Applied Sciences and Biotechnology, Shoolini ",Science,4,"ChatGPT, Gemini, Copilot",3.9,"MCQ Practice, Projects",4,Yes,Copilot,7,Yes,Himachal pradesh,Laptop,Poor,0
"Amazon Institute of Hotel Tourism and Management, ",Hotel-management,3,"ChatGPT, Gemini, Copilot",2.9,"Assignments, Coding Help",5,Yes,ChatGPT,4,No,Uttarakhand,Tablet,High,1
Graphic Era Hill University ,Arts,4,Gemini,1.4,"MCQ Practice, Resume Writing, Content Writing",5,Yes,Other,10,No,Uttarakhand,Tablet,Poor,1
"OPJS University, Churu ",Pharmacy,3,"ChatGPT, Gemini, Copilot",1.9,Learning new topics,5,No,Gemini,2,No,Rajasthan,Mobile,Poor,0
"Jaipuria Institute of Management, Jaipur ",Management,1,Copilot,4.4,"Doubt Solving, Resume Writing",5,No,Gemini,3,Yes,Rajasthan,Laptop,Poor,1
"University Institute of Technology, University Of Burdwan ",Engineering,4,Gemini,3.3,"MCQ Practice, Projects",2,No,ChatGPT,9,No,West bengal,Tablet,Medium,1
Government Degree College (Men) ,Commerce,1,ChatGPT,1.4,Learning new topics,1,Yes,ChatGPT,8,Yes,Andhra pradesh,Mobile,Medium,1
Shaheed Rajguru College of Applied Sciences for ,Science,4,ChatGPT,1.7,Exam Preparation,4,No,Other,7,No,Delhi ncr,Mobile,High,1
North Eastern Regional Institute of Science and Technology ,Science,1,"Gemini, Midjourney",3.5,"Exam Prep, Notes",2,No,Other,1,No,Arunachal pradesh,Mobile,Medium,0
Goswami Ganesh Dutt Sanatan Dharama College ,Arts,4,Claude,3.3,Learning new topics,2,No,Bard,6,Yes,Chandigarh,Laptop,Poor,1
"SGT University, Gurgaon ",Agriculture,4,Claude,1.9,"Coding Help, Project Work, Assignments",1,Yes,Gemini,7,No,Haryana,Tablet,Medium,1
"Banasthali Vidyapith, Jaipur ",Science,1,Copilot,2.6,"Doubt Solving, Resume Writing",5,Yes,Other,7,Yes,Rajasthan,Laptop,Medium,1
"Amity University, Kolkata ",Hotel-management,2,ChatGPT,1.0,"Assignments, Coding Help",3,Yes,Other,4,No,West bengal,Mobile,Poor,1
"Integral University, Lucknow ",Medical,4,Claude,4.0,"Project Work, Content Writing",1,No,Bard,6,No,Uttar pradesh,Tablet,High,1
"D.L.S. P.G. College, Bilaspur ",Medical,2,Claude,3.4,"Content Writing, Assignments",4,Yes,ChatGPT,8,Yes,Chhattisgarh,Tablet,Medium,0
Shri Ram College of Commerce ,Arts,4,Bard,3.4,"Learning new topics, Resume Writing, Coding Help",4,Yes,Other,1,Yes,Delhi ncr,Tablet,High,0
Baba Ghulam Shah Badshah University ,Management,2,Claude,2.1,Assignments,5,No,Other,1,Yes,Jammu,Laptop,Poor,0
"Wings Business School, Tirupati ",Management,4,Copilot,1.2,"Exam Preparation, MCQ Practice, Learning new topics",4,Yes,ChatGPT,1,No,Andhra pradesh,Mobile,Poor,1
Barkatullah University ,Arts,4,"ChatGPT, Copilot",0.5,Learning new topics,4,Yes,ChatGPT,3,No,Madhya pradesh,Tablet,Poor,1
"INMANTEC Institutions, Ghaziabad ",Pharmacy,2,ChatGPT,1.8,Project Work,1,No,ChatGPT,10,No,Uttar pradesh,Mobile,High,1
Arunachal University of Studies ,Management,1,Gemini,2.5,"Doubt Solving, Coding Help",4,No,Gemini,6,No,Arunachal pradesh,Mobile,Medium,0
Institute of Hotel Management ,Hotel-management,2,ChatGPT,1.7,"MCQ Practice, Projects",1,No,Copilot,10,Yes,Bihar,Laptop,Poor,1
Indus International University ,Commerce,4,Other,3.9,"Learning new topics, MCQ Practice",2,No,Claude,1,No,Himachal pradesh,Laptop,Poor,0
"Parvatibai Chowgule College of Arts and Science, Salcete ",Science,1,ChatGPT,4.9,"Learning new topics, Project Work, Coding Help",4,Yes,ChatGPT,4,No,Goa,Laptop,Poor,0
RP Inderaprastha Institute of Technology ,Hotel-management,2,Gemini,0.9,"Assignments, Coding Help",3,Yes,Copilot,5,No,Haryana,Mobile,Medium,1
K L University Business School ,Management,1,Gemini,4.5,"Learning new topics, Exam Preparation, MCQ Practice",3,Yes,Bard,10,No,Andhra pradesh,Mobile,Poor,1
Modern Vidya Niketan ,Management,2,Gemini,2.7,"Learning new topics, Assignments, Exam Preparation",3,Yes,Other,9,No,Haryana,Mobile,High,1
Graphic Era Hill University ,Engineering,2,ChatGPT,2.4,Coding Help,1,No,ChatGPT,4,Yes,Uttarakhand,Mobile,Medium,1
Manipal Academy of Higher Education ,Management,2,Copilot,3.5,"Learning new topics, Assignments, Coding Help",4,No,Copilot,2,No,Karnataka,Laptop,High,0
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Science,4,Other,4.2,Exam Preparation,3,No,Copilot,2,Yes,Goa,Laptop,High,1
Sardar Bhagwan Singh University ,Commerce,4,ChatGPT,4.1,Doubt Solving,2,No,Gemini,7,No,Uttarakhand,Laptop,Poor,1
"KK College of Engineering and Management, Dhanbad ",Engineering,4,Copilot,1.4,"MCQ Practice, Projects",2,Yes,Other,10,Yes,Jharkhand,Mobile,High,1
"IIKM Business School, Chennai ",Management,1,"ChatGPT, Copilot",1.3,"Exam Prep, Notes",2,No,Other,3,No,Tamil nadu,Mobile,Medium,0
Dr. SNS Rajalakshmi College of Arts and ,Hotel-management,3,ChatGPT,2.6,"MCQ Practice, Projects",4,Yes,ChatGPT,6,No,Tamil nadu,Laptop,High,1
K L University ,Arts,4,Bard,3.6,"MCQ Practice, Exam Preparation, Learning new topics",4,Yes,ChatGPT,7,Yes,Andhra pradesh,Laptop,Poor,1
